,cod,cod_pub,nome,sexo,tratamento,url_foto,url_pag,email,uf,data_nasc,naturalidade,uf_naturalidade,endereco,telefones,filiacoes,votos_favor,votos_contra,afastado
26,5385,883,Irajá Silvestre Filho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5385.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5385,sen.iraja@senado.leg.br,TO,1983-02-03,Goiânia,GO,Senado Federal Anexo 1  21º Pavimento  ,"['33036469', '33036474']","[{'cod': '557', 'data_filiacao': '2011-10-26', 'data_desfiliacao': None}, {'cod': '554', 'data_filiacao': '2011-02-01', 'data_desfiliacao': '2011-10-25'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '139882', '141443', '141363', '143101', '141144', '141308', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142263', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '143258', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '135594', '130919', '123903', '134910', '129807', '137999', '127414', '135983', '122909', '137305', '128634', '129887', '132847', '137178', '139897', '137122', '138555', '117839', '135603', '137438']","['140850', '141443', '142016', '140385', '141814', '142693', '141368', '141674', '137999', '135064', '136913']",Não
27,4770,851,Izalci Lucas Ferreira,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4770,sen.izalcilucas@senado.leg.br,DF,1956-04-07,Araújos,MG,Senado Federal Anexo 1  11º Pavimento  ,"['33036049', '33036050']","[{'cod': '66', 'data_filiacao': '2012-10-16', 'data_desfiliacao': None}, {'cod': '523', 'data_filiacao': '2011-02-01', 'data_desfiliacao': '2012-10-15'}, {'cod': '66', 'data_filiacao': '2008-04-29', 'data_desfiliacao': '2011-01-31'}, {'cod': '554', 'data_filiacao': '2007-04-24', 'data_desfiliacao': '2008-04-28'}, {'cod': '22', 'data_filiacao': '2007-03-01', 'data_desfiliacao': '2007-04-23'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '135064', '127414', '135983', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '139277', '135603', '137438']","['141944', '140850', '141443', '143258', '142016', '141297', '140385', '141814', '141306', '141819', '135147', '143574', '141368', '141674', '137999', '138555', '136635']",Não
28,35,932,Jader Fontenelle Barbalho,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/35,sen.jaderbarbalho@senado.leg.br,PA,1944-10-27,Belém,PA,Senado Federal Anexo 1  2º Pavimento  ,"['33039831', '33039827', '33039832', '33039828']","[{'cod': '33', 'data_filiacao': '1995-02-01', 'data_desfiliacao': None}]","['21596', '131318', '129808', '127681', '129171', '130047', '129391', '128545', '111574', '85326', '129049', '143646', '141944', '140850', '141840', '140392', '139882', '141443', '141363', '143101', '142691', '142022', '142136', '142088', '141436', '141614', '139736', '141321', '139427', '141309', '141193', '141561', '141571', '141270', '142016', '141174', '143156', '143597', '143611', '143258', '141297', '141417', '141475', '142085', '142091', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '142690', '141349', '140534', '141375', '141110', '141109', '141753', '141368', '139928', '141674', '137999', '135064', '128634', '132847', '121353', '137438', '131775', '131872', '125723', '120742', '118712', '122646', '115729', '101237', '122308', '122031', '121373', '115831', '120554', '121572', '121072', '101011', '119401', '119551', '120159', '120300', '119633', '100215', '118221', '112456', '90932', '117498', '105791', '117101', '116436', '116699', '98688', '60148', '113086', '113546', '28721', '16939', '17036', '17246', '20245', '124207', '17160', '16963', '17520', '17534', '18510', '865', '18597', '17377', '17491', '17500', '17508', '17574', '17580', '17594', '17678', '17683', '17690', '17701', '17851', '16884', '16706', '16809', '17287', '843', '41754', '43492', '1390', '42611', '879', '834', '42571', '101037', '119550', '106404', '123466', '120179', '123245', '123298', '124027', '122739', '120843', '115593', '114234', '114143', '112214', '113088', '17397', '17912', '17913', '17925', '17565', '17732', '17736', '17802', '17872', '17897', '18783', '17705', '18825', '32400', '33323', '27072', '22395', '17433', '17578', '17449', '17711', '17774', '17814', '17825', '17829', '17764', '17767', '17789', '17798', '17810', '17818', '17832', '17850', '17881', '17895', '17835', '17472', '17012', '17034', '17340', '16606', '16705', '16729', '16912', '17358', '17399', '17527', '17547', '17649', '17656', '17676', '17682', '17699', '17726', '17740', '17821', '17662', '18569', '21922', '22126', '17406', '17143', '17244', '17259', '17331', '17559', '17571', '16938', '18256', '21730', '18533', '18438', '18480', '18493', '17219', '17526', '16911', '17322', '17330', '17339', '17356', '17389', '17440', '17456', '17496', '16502', '16528', '16553', '16605', '16629', '17218', '16476', '16755', '16781', '16807', '16834', '16859', '16987', '17382', '112464', '100009', '109761', '101807', '80674', '102990', '104943', '98788', '96673', '126992', '30293', '41054', '1100', '20619', '20527', '17323', '17442', '22255', '46823', '44093', '44443', '47830', '818', '127337', '127406', '125567', '124476', '123467', '103793', '103765', '99067', '113338', '56281', '126817', '33201', '17926', '16425', '16504', '17359', '17642', '17657', '17663', '17689', '17694', '16655', '16783', '16836', '16913', '17376', '17384', '17392', '17566', '33013', '20743', '18337', '18453', '17092', '17553', '17908', '17917', '17928', '16478', '16680', '16757', '16964', '17298', '17316', '17350', '20153', '22296', '864', '669', '672', '673', '651', '17310', '17289', '17178', '17207', '17318', '17343', '17956', '17095', '17146', '17400', '16966', '17806', '17375', '17262', '17276', '16024', '17815', '17822', '17807', '828', '18570', '17799', '17803', '17811', '17862', '17854', '808', '17288', '17601', '17695', '17742', '17752', '16370', '17233', '854', '849', '1344', '17515', '17555', '17567', '17360', '17368', '17325', '17334', '17342', '16886', '17309', '17317', '42257', '42450', '43997', '41441', '41053', '43826', '42718', '41711', '43190', '42824', '42785', '41409', '43153', '42449', '814', '42400', '41825', '42062', '42064', '1424', '895', '1528', '649', '40336', '647', '40350', '41042', '775', '597', '771', '742', '765', '40843', '599', '41060', '751', '793', '1524', '717', '679', '697', '41019', '40918', '40927', '40930', '40943', '839', '887', '40563', '27358', '18571', '21757', '21036', '24816', '30168', '17177', '17193', '17247', '17275', '17299', '18384', '33357', '16426', '16453', '16479', '16505', '18494', '17504', '20122', '1474', '862', '19140', '19717', '18024', '807', '32491', '22059', '17953', '32224', '17497', '17839', '847', '17911', '17533', '17919', '17918', '17909', '758']","['131003', '129049', '141944', '140850', '141443', '140385', '143574', '142693', '141674', '137999', '136913', '121896', '119539', '120159', '113104', '119714', '113086', '20245', '18597', '44127', '114234', '114143', '112214', '114601', '113088', '22255', '18783', '21944', '27072', '18582', '21922', '18569', '22126', '100009', '92006', '104814', '98788', '103776', '35778', '20619', '44443', '127337', '103793', '99067', '100325', '33201', '20743', '19357', '18453', '20153', '864', '19108', '15953', '865', '19556', '28397', '27148', '42450', '44134', '43122', '41441', '40479', '42718', '41711', '40910', '42716', '881', '887', '27358', '16138', '33357', '18494', '20122', '31079', '862', '19140', '32310', '18024', '19073', '32224', '19361', '34219']",Não
29,581,833,Jaques Wagner,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/581,sen.jaqueswagner@senado.leg.br,BA,1951-03-16,Rio de Janeiro,RJ,Senado Federal Anexo 1  23º Pavimento  ,"['33036390', '33036391']","[{'cod': '71', 'data_filiacao': '1999-02-01', 'data_desfiliacao': None}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '139928', '141674', '135594', '123903', '135064', '127414', '135983', '137305', '128634', '134583', '116081', '132847', '137178', '137315', '138555', '118042', '139005', '117839', '121353', '139277', '135603', '137438', '136635']","['141944', '141443', '143258', '142016', '141417', '142690', '140534', '143574', '135147', '142693', '137999', '135079', '136913']",Não
30,4545,823,Jarbas de Andrade Vasconcelos,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4545,sen.jarbasvasconcelos@senado.leg.br,PE,1942-08-23,Vicencia,PE,Senado Federal Anexo 1  4º Pavimento  ,"['33033522', '33033593', '33033475']","[{'cod': '33', 'data_filiacao': '2018-05-21', 'data_desfiliacao': None}, {'cod': '33', 'data_filiacao': '2007-02-01', 'data_desfiliacao': '2018-05-20'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '123903', '129807', '134910', '135064', '127414', '136775', '138555', '122909', '137305', '128634', '130029', '129887', '134583', '132847', '137178', '135079', '118042', '117839', '135603', '136913', '137438', '136635', '99477', '97352', '99189', '115051', '100215', '118221', '112456', '118070', '118092', '111567', '90932', '117498', '115940', '115833', '105791', '117101', '116699', '115169', '113086', '85181', '84520', '88335', '59111', '64097', '91651', '82056', '101037', '108390', '114234', '114143', '112214', '113088', '80262', '100475', '100122', '103096', '95349', '64718', '75570', '85668', '95866', '96850', '95066', '87948', '84117', '93568', '93462', '57110', '93267', '92052', '92221', '84485', '91624', '76944', '72589', '87262', '87005', '79560', '87941', '100009', '110889', '109761', '109615', '105190', '106347', '106227', '101022', '101807', '80674', '92006', '102990', '97421', '83562', '96327', '104814', '98788', '96673', '104266', '103776', '102551', '101053', '102107', '88022', '83013', '93639', '88340', '62763', '49190', '80297', '82182', '80417', '80664', '80614', '63526', '41052', '77760', '79870', '78488', '103793', '112161', '105947', '90255', '103765', '108759', '100715', '113104', '99067', '56281', '100325', '99497', '104348', '113049', '113218', '81781']","['141944', '140850', '141443', '143258', '142016', '140385', '141814', '135147', '143574', '142693', '141674', '137999', '101736', '100923', '100754', '99107', '100418', '98793', '99256', '98670', '98657', '115051', '118163', '111567', '116682', '116866', '113086', '99546', '108390', '114234', '114143', '112214', '113088', '83750', '83745', '80262', '83322', '92006', '103049', '96674', '86666', '86662', '95866', '95916', '92221', '90384', '87005', '112691', '100009', '109150', '95964', '104943', '98788', '103351', '102551', '90318', '102335', '102107', '88888', '93784', '83981', '83982', '102439', '82744', '82502', '83210', '82471', '82059', '80712', '79712', '79336', '103793', '113104', '99067', '113338', '104348', '113218', '81729']",Não
31,4531,837,Jayme Veríssimo de Campos,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531,Sen.JaymeCampos@senado.leg.br,MT,1951-09-13,Varzea Grande,MT,Senado Federal Anexo II Bloco A Térreo Ala Afonso Arinos Gabinete 09,"['33032390', '33032384', '33032394']","[{'cod': '554', 'data_filiacao': '2007-08-02', 'data_desfiliacao': None}, {'cod': '22', 'data_filiacao': '2007-02-01', 'data_desfiliacao': '2007-08-01'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '139928', '141674', '137999', '135594', '130919', '123903', '134910', '129807', '135064', '127414', '135983', '122909', '137305', '128634', '130029', '129887', '134583', '116081', '132847', '137178', '139897', '137122', '137315', '138555', '118042', '139005', '117839', '121353', '139277', '135603', '136913', '137438', '136635', '99477', '97352', '99107', '100418', '99189', '98657', '111567', '100215', '118221', '112456', '114042', '118070', '118092', '90932', '117498', '115833', '105791', '117101', '116436', '116699', '98688', '115169', '60148', '113086', '85181', '84520', '88335', '59111', '64097', '91651', '82056', '101037', '85165', '80262', '92006', '100475', '100122', '103096', '95349', '96674', '101405', '86383', '64718', '75570', '85668', '95866', '95916', '96850', '96261', '84485', '91624', '88892', '91237', '87262', '85587', '88596', '77724', '49190', '84117', '87005', '79560', '50089', '112464', '100009', '109761', '109615', '109150', '105190', '101807', '102933', '82419', '95964', '97421', '83562', '96327', '106056', '104814', '98788', '104266', '103776', '102551', '101053', '90318', '102107', '88022', '83013', '88340', '62763', '82744', '80297', '82182', '80417', '80712', '41052', '112161', '103793', '105947', '90255', '108759', '113104', '99067', '56281', '99497', '104348', '113218', '113049', '81729']","['141944', '140850', '141443', '143258', '142016', '140385', '141814', '141306', '141375', '135147', '143574', '142693', '141368', '141674', '137999', '138555', '101736', '100923', '100754', '99107', '100418', '100412', '98793', '99824', '99256', '98670', '111567', '115940', '116682', '116866', '113086', '83750', '85036', '83738', '83745', '80262', '103049', '101405', '86666', '84651', '84015', '95866', '90384', '87005', '50089', '100009', '101022', '103351', '102551', '102335', '100972', '102107', '83982', '102439', '82744', '83210', '80809', '82059', '80493', '79712', '63526', '79336', '99067', '113338', '56281', '100325', '104348']",Não
32,5627,890,Jean Paul Terra Prates,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5627,sen.jeanpaulprates@senado.leg.br,RN,1968-06-19,Rio de Janeiro,RJ,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 03,"['33031777', '33031884']","[{'cod': '71', 'data_filiacao': '2015-02-01', 'data_desfiliacao': None}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143597', '143611', '142077', '143551', '141297', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '135594', '130919', '129807', '134910', '137999', '135064', '127414', '136775', '122909', '137305', '128634', '134583', '116081', '132847', '137178', '139897', '137315', '139005', '117839', '121353', '139277', '135603', '137438', '136635']","['141944', '141443', '143258', '142016', '141417', '140385', '142690', '140534', '143574', '135147', '142693', '137999', '123903', '138555']",Não
33,5895,863,Jorge Kajuru Reis da Costa Nasser,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895,sen.jorgekajuru@senado.leg.br,GO,1961-01-20,Cajuru,SP,Senado Federal Anexo 2   Ala Teotônio Vilela Gabinete 16,"['33032844', '33032031']","[{'cod': '41', 'data_filiacao': '2019-09-17', 'data_desfiliacao': None}, {'cod': '579', 'data_filiacao': '2019-08-09', 'data_desfiliacao': '2019-09-16'}, {'cod': '63', 'data_filiacao': '2019-01-01', 'data_desfiliacao': '2019-08-08'}]","['142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '144655', '143574', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '123903', '129807', '134910', '135064', '127414', '135983', '136775', '138555', '130029', '129887', '116081', '132847', '137178', '135079', '137315', '139005', '117839', '121353', '139277', '136913', '137438', '136635']","['141944', '141443', '141863', '143258', '142016', '142690', '135147', '142693', '137999', '136173', '135983', '128634', '134583', '135603']",Não
34,5350,884,Jorginho dos Santos Mello,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5350,sen.jorginhomello@senado.leg.br,SC,1956-07-15,Ibicaré,SC,Senado Federal Anexo 2   Ala Tancredo Neves Gabinete 50,['33032200'],"[{'cod': '523', 'data_filiacao': '2012-11-08', 'data_desfiliacao': None}, {'cod': '66', 'data_filiacao': '2011-02-01', 'data_desfiliacao': '2012-11-07'}]","['142499', '143646', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '141962', '141354', '141837', '141823', '141814', '140367', '141306', '141219', '141114', '124513', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '144655', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '135064', '135983', '136775', '138555', '137305', '130029', '129887', '134583', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '121353', '139277', '135603', '136913', '137438']","['141944', '140850', '141443', '143258', '142016', '141297', '140385', '141814', '135147', '143574', '142693', '141368', '141674', '137999', '128634', '138555', '136635']",Não
35,3361,819,José Targino Maranhão,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3361.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3361,sen.josemaranhao@senado.leg.br,PB,1933-09-06,Araruna,PB,Senado Federal Anexo 1  7º Pavimento  ,"['33036490', '33036485', '33036493']","[{'cod': '33', 'data_filiacao': '2003-02-01', 'data_desfiliacao': None}]","['124116', '125429', '128136', '129808', '128659', '129619', '129547', '80152', '132243', '127681', '129171', '121667', '94536', '100405', '130047', '128554', '130929', '129244', '121801', '129391', '128545', '111574', '85326', '129049', '142499', '143646', '141944', '140850', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '142022', '142136', '142088', '141436', '140100', '141614', '139736', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '142016', '141346', '141174', '143156', '143597', '143611', '142077', '143551', '141297', '141417', '141475', '142091', '140096', '141756', '141437', '140385', '141962', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '142690', '141349', '141111', '141415', '140534', '141375', '141819', '141815', '141816', '141110', '141109', '138177', '135147', '142693', '141753', '141368', '140424', '140423', '139928', '137999', '136173', '122767', '132922', '135064', '135983', '130847', '136775', '138555', '129887', '133613', '133412', '131419', '135079', '139897', '137122', '118042', '121353', '134723', '135603', '137438', '136635', '133552', '131868', '131028', '128550', '131775', '131872', '125723', '120742', '118712', '122646', '122031', '121373', '122308', '122009', '115729', '122307', '122117', '121072', '119401', '120159', '120300', '116962', '100330', '124207', '44798', '60041', '123466', '120179', '123245', '123298', '124027', '120492', '122324', '122759', '123103', '122739', '120843', '83750', '83738', '83322', '80262', '86666', '86662', '86383', '84651', '64718', '75570', '85668', '87005', '79560', '50089', '56700', '67621', '44577', '63304', '63306', '58396', '64715', '64476', '64065', '63557', '62161', '65088', '62771', '50765', '48576', '57026', '60903', '83981', '126992', '40354', '50867', '65843', '76077', '76618', '76606', '75852', '56066', '76170', '76145', '69602', '69606', '66712', '56318', '71550', '65677', '75700', '127879', '128035', '64739', '58362', '63986', '73272', '45393', '66949', '71314', '127337', '126473', '127406', '126236', '125733', '125734', '121968', '126094', '125567', '118418', '125364', '123060', '106824', '124476', '125708', '124219', '123909', '123715', '124815', '122838', '123432', '56188', '841', '50122', '54486', '50831', '43565', '47868', '49506', '861', '82744', '62763', '49190', '83210', '82182', '80712', '80614', '80493', '79712', '79336', '77760', '79870', '78488', '79651', '76678', '62800', '56008', '67695', '67696', '68116', '67089', '81729', '81781', '123221', '126817']","['129808', '131003', '129171', '129049', '141944', '140850', '141443', '143258', '142016', '140385', '141814', '141306', '135147', '143574', '142693', '141674', '137999', '132056', '136913', '102721', '129997', '121896', '121994', '122392', '122307', '120296', '121072', '120030', '119539', '120159', '118736', '124207', '122739', '121952', '80262', '50089', '63304', '68661', '62161', '65088', '60903', '101621', '65843', '74634', '69602', '63986', '40263', '58362', '73272', '74153', '127337', '123715', '122838', '45191', '82744', '82471', '80809', '80664', '79505', '76678', '58714']",Não
36,90,846,José Serra,Masculino,Senador ,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador90.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/90,sen.joseserra@senado.leg.br,SP,1942-03-19,São Paulo,SP,Senado Federal Edifício Principal   Ala Dinarte Mariz Gabinete 02,"['33036651', '33036655', '33036659']","[{'cod': '66', 'data_filiacao': '1995-02-01', 'data_desfiliacao': None}]","['125429', '128136', '129808', '129619', '127644', '129547', '132243', '131643', '131746', '127681', '129171', '131852', '100405', '131777', '132167', '126135', '130047', '128554', '130929', '129378', '129244', '121801', '122449', '127863', '128545', '111574', '128659', '129049', '142499', '141439', '141840', '140392', '140394', '142089', '139882', '141443', '141363', '143101', '141144', '142691', '141308', '142022', '142136', '142088', '141436', '140100', '141614', '141321', '139427', '142596', '141309', '141193', '141561', '141571', '141270', '142442', '141863', '143258', '142263', '141174', '143597', '143611', '142077', '143551', '141417', '141475', '142085', '142091', '140096', '141756', '141437', '140385', '141354', '141837', '141823', '141814', '140367', '141219', '141114', '142690', '141349', '141111', '140534', '141815', '141816', '141110', '141109', '138177', '144655', '142693', '141753', '140424', '140423', '139928', '141674', '137999', '135594', '130919', '136173', '123903', '129807', '134910', '126084', '122767', '132922', '135064', '135983', '133779', '136775', '138555', '122909', '137305', '128634', '129887', '133613', '133940', '133412', '134583', '116081', '132847', '137178', '135079', '139897', '137122', '137315', '118042', '139005', '117839', '139277', '135603', '137438', '136635', '133552', '131868', '105470', '130672', '131028', '128550', '116074', '131775', '131872', '125723', '120742', '121994', '118712', '122646', '115729', '101237', '122031', '121373', '115831', '118636', '122307', '122117', '121572', '121072', '120030', '101011', '119401', '120159', '120300', '119633', '100330', '98613', '124207', '18597', '17377', '17491', '17508', '16884', '16706', '16809', '17287', '17333', '17634', '49561', '49182', '120179', '123245', '123298', '124027', '120492', '122324', '122759', '117041', '120843', '115593', '122772', '121952', '20527', '127879', '128035', '49264', '101007', '125567', '125708', '124219', '123909', '119852', '121426', '124815', '53762', '50286', '50185', '50212', '48035', '47976', '48183', '48869', '49225', '17926', '16425', '16655', '16783', '16913', '17376', '17384', '17392', '20743', '18337', '18453', '16886', '17309', '17317', '27358', '21757', '6546', '16138', '24816', '30168', '17177', '17193', '17247', '17275', '17299', '16530', '16556', '17076', '18384', '33357', '16505', '17790', '16398', '17771', '17775', '18494', '20122', '1474', '862', '19717', '19140', '32310', '18024', '807', '22059', '17953', '758']","['124116', '131318', '128659', '131003', '129030', '129171', '129391', '129049', '143646', '141944', '141443', '143156', '143258', '141297', '140385', '141962', '141306', '143574', '135147', '142693', '137999', '132056', '138555', '136913', '132081', '102721', '105470', '129997', '121896', '122392', '122009', '122307', '120296', '121072', '119551', '119539', '120159', '113104', '120300', '119714', '116962', '100330', '118736', '124207', '18597', '119550', '123466', '120179', '122739', '122838', '50185', '47260', '17566', '20743', '18453', '27358', '21036', '33357', '18494', '20122', '31079', '862', '19140', '19717', '18024']",Não
